,Excluded:,Unnamed: 1,Unnamed: 2,Section,Code,Page,SubCode,Text,Required/Core or Improvement,# of points,Notes,Agronomic Practices,Biosecurity/Sanitation,Planning,Application Restrictions,Education/training,Monitoring,Record-Keeping,Worker Safety,Materials/Waste Mgmt,Prohibited Practice,Prohibited Material,Limited Use Substances,Phase Out,Pesticide Practices,Threshold,Performance Standard,Non-Quantitative Performance Standards,Unnamed: 25,Differentiated Standards,Applies to Small Farms,Applies to Medium Farms ,Applies to Large Farms,CertName,Performance: Improvement,Unnamed: 26,Follow the law,Unnamed: 20,Biosecurity,Unnamed: 23,Unnamed: 24
25,,,,14. European apple sawfly,,7.0,a,European apple sawfly is not treated unless need is indicated by block or region history of economic injury or by monitoring using visual traps or sampling for damage. D,Required,,,,,,,,determine whether to spray with: traps and thresholds or history of economic damage,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
26,,,,14. European apple sawfly,,7.0,b,"b. If European apple sawfly is treated, larvae are targeted at petal fall.  Pre-bloom insecticide application are not used to treat European apple sawfly adults.  Score as NA if no treatments are made for European apple sawfly. D ",Required,,,,,,,,determine when to spray with: crop phenology,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
27,,,,15. Bitter rot ,,7.0,a,"a. In blocks where bitter rot is an annual problem, fallen fruit are removed from beneath trees in the fall after harvest. ",Required,,,remove fallen fruit,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
28,,,,B. Advanced Practices,,8.0,1,"No EBDC fungicides, e.g., Dithane, Manzate, Penncozeb, Polyram, are used.",Scorecard,2.0,,,,,,,,,,,, ebdc fungicides,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
29,,,,B. Advanced Practices,,8.0,2,At least 25% of trees are disease-resistant varieties and are not treated with fungicides for those disease to which the varieties are resistant. S ,Scorecard,2.0,,use disease resistant varieties at least 25%,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
30,,,,B. Advanced Practices,,8.0,3,3.  At least 50% of trees are on M.7 or smaller size-controlling rootstocks. ,Scorecard,1.0,,use size-controlling rootstocks (variety choice),,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
31,,,,B. Advanced Practices,,8.0,4,"4.  When using captan during the summer for sooty blotch and fly speck management, the lowest recommended field rate on the label is applied. D ",Scorecard,1.0,,,,,,,,,,,,,lowest reccomended rate for captan,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
32,,,,B. Advanced Practices,,8.0,5,5.  Urea treatment is applied to reduce apple scab pressure between post-harvest and silver tip. D,Scorecard,2.0,,,,,,,,,,,,,,,urea treatment,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
33,,,,B. Advanced Practices,,8.0,6,Potential Ascospore Dose (PAD) is assessed by systematic fall scouting; apple scab management is adjusted as per results. ,Scorecard,3.0,,,,,,,potentional ascopore dose monitoring and model,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
34,,,,B. Advanced Practices,,8.0,7,No miticides are used other than an early season oil spray.  Mites are managed principally by conserving natural enemies. D,Scorecard,1.0,,,,,,,,,,,,miticides,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
35,,,,B. Advanced Practices,,8.0,8,"8.  Mite thresholds are adjusted upwards when factors reduce potential for economic injury, e.g., varietal resistance, rainy or cooler weather is not conducive to economic damage. ",Scorecard,1.0,,,,,,,thresholds adjusted to account for weather,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
36,,,,B. Advanced Practices,,8.0,9,"9.  Apple maggot is controlled without pesticide sprays, e.g., by trap out. D ",Scorecard,2.0,,,,,,,,,,,,pesticides for apple maggot,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
37,,,,B. Advanced Practices,,8.0,10,10.  Wild hosts of summer diseases are removed within 100 yards of orchard blocks to reduce inoculum pressure. S ,Scorecard,2.0,,wild host plants of diseases removed from buffer,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
38,,,,B. Advanced Practices,,8.0,11,11.  All abandoned apple trees within 100 yards are removed to reduce immigration of codling moth and other pests. S ,Scorecard,1.0,,abandoned crop trees are removed,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
39,,,,B. Advanced Practices,,8.0,12,12.  Wild hosts of tarnished plant bug are removed from the orchard and borders to reduce tarnished plant bug populations. S ,Scorecard,1.0,,wild host plants of pest insects removed from buffer,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
40,,,,B. Advanced Practices,,8.0,13,13.  All red cedar and juniper trees within 100 yards are removed to reduce cedar rust inoculum in problem blocks. S ,Scorecard,1.0,,wild host plants of cedar rust removed from buffer,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
41,,,,B. Advanced Practices,,9.0,14,"14.  Biopesticides are used, e.g., Bacillus subtilis, Bacillus thuringiensis, granulosis virus. D ",Scorecard,1.0,,,,,,,,,,,,,,,use of biopesticides,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
42,,,,B. Advanced Practices,,9.0,15,15.  Chemical fruit thinning does not include use of carbaryl-based thinners. ,Scorecard,2.0,,,,,,,,,,,,carabyl-based fruit thinners,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
43,,,,B. Advanced Practices,,9.0,16,16.  Tree-row volume applications are used. ,Scorecard,1.0,,,,,,,,,,,,,,,tree-row volume applications,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
44,,,,B. Advanced Practices,,9.0,17,"17.  Rodents are managed without rodenticides, e.g., close mowing, mouse guards, removing drops, encouraging predators. ",Scorecard,1.0,,,,,,,,,,,,rodenticides,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
45,,,,B. Advanced Practices,,9.0,18,18.  Buildings are inspected for overwintering populations of BMSB.  Large aggregations of overwintering BMSB are removed and disposed of in a tightly sealed trash bag. S,Scorecard,2.0,,removal of overwintering bmsb from buildings,,,,,buildings inspected for bmsb,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
46,,,,B. Advanced Practices,,9.0,19,"19.  Where oriental fruit moth requires intervention, mating disruption is used",Scorecard,2.0,,mating disruption,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
47,,,,B. Advanced Practices,,9.0,20,"20.  Where codling moth requires intervention, mating disruption is used. D ",Scorecard,2.0,,mating disruption,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
48,,,,B. Advanced Practices,,9.0,21, Topsin M (thiophanate-methyl) is not used. D ,Scorecard,2.0,,,,,,,,,,,,thipphanate-methyl,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
49,,,,B. Advanced Practices,,9.0,22,"22.  Cornell Apple Carbohydrate Thinning Model is used for thinning and crop load management, ",Scorecard,3.0,,,,,,,use model for crop thinning,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
50,,,,B. Advanced Practices,,9.0,23,"Predicting Fruitset Model is used for thinning and crop load management, msue.anr.msu.edu/topic/apples/horticulture. D",Scorecard,3.0,,,,,,,use model for crop thinning,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
51,,,,B. Advanced Practices,,9.0,24,"Diphenylamine (DPA) is not used as a postharvest dip, drench or fogging application. D ",Scorecard,1.0,,,,,,,,,,,,diphenylamine,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
52,,,,B. Advanced Practices,,10.0,25,Treatment of apple maggot with Surround (kaolin) is made before expected apple maggot oviposition (two sprays seven days apart) at first trap capture of apple maggot adults or at degreeday model estimate for beginning of codling moth egg hatch.  Table B on page three provides a degree-day model to predict apple maggot emergence. D ,Scorecard,1.0,,,,,,,,,,,,,,,kaolin,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
53,,,,B. Advanced Practices,,10.0,26,26.  Treatment of plum curculio with Surround (kaolin) is made before expected plum curculio oviposition (two sprays seven days apart). D ,Scorecard,1.0,,,,,,,,,,,,,,,kaolin,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
54,,,,B. Advanced Practices,,10.0,27,"27.  Where dogwood borer requires intervention, pheromone mating disruption is used. D ",Scorecard,2.0,,mating disruption,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
55,,,,B. Advanced Practices,,10.0,28,28.  No post-harvest fungicides are used.,Scorecard,1.0,,,,,,,,,,,,,fungicides post-harvest,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
56,,,,B. Advanced Practices,,10.0,29, Orchards coordinate with neighbors to remove large aggregations of overwintering BMSB from structures. S ,Scorecard,2.0,,coordinate with neighbors on removal of overwintering bmsb from buildings,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
57,,,,B. Advanced Practices,,10.0,30,RIMpro Cloud Service (rimpro.eu) is used for pest and disease management. ,Scorecard,3.0,,,,,,,use specific decision-support system,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
58,,,,B. Advanced Practices,,10.0,31,Trunks are painted with white latex paint to deter rodent feeding and reduce winter sunscald. S ,Scorecard,2.0,,paint tree-trunks for pest and disease management,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
59,,,,B. Advanced Practices,,10.0,32,  Base of trunks are kept weed-free to reduce burr knot growth and environments attractive to borer species. S ,Scorecard,1.0,,keep tree-trunks weed free,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
60,,,,B. Advanced Practices,,11.0,33,33.  Trees heavily infested (≥75% dead or dying) by borer larvae are removed from the orchard and burned before the following spring.  Stumps must also be removed.  All large prunings and brush piles are either flailed or burned. S ,Scorecard,1.0,,,remove heavily infested trees,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
61,,,,B. Advanced Practices,,11.0,34,"34.  Black stem borer is monitored with ethanol-baited bottle traps if need is indicated by block or region history of economic injury.  Adult beetles become active in mid to late April (about 100 DD, base 50, from January 1).  For monitoring instructions visit, treefruit.msu.edu/extension/ManagingBSB-MI_Tree_Fruits.pdf. D ",Scorecard,1.0,,,,,,,traps for black stem borer,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
62,,,,B. Advanced Practices,,11.0,35,35.  Fire blight and black rot cankers and dead wood are removed from trees during winter pruning and destroyed to reduce sources of overwintering inoculum. S ,Scorecard,1.0,,,prune and destroy diseased plant material,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
63,,,,B. Advanced Practices,,11.0,36,Cornell Apple Irrigation Model is used to help determine water demands and plan irrigation schedules,Scorecard,1.0,,,,,,,use irrigation model,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
64,,,,"USE WITH RESTRICTIONS (MODERATE to HIGH-RISK PESTICIDES), RESTRICTIONS WHICH EXCEED THE PRODUCT LABEL ",,18.0,,,Required,,,,,,,,,,,,,,propreitary list,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
65,,,,DO NOT USE,,25.0,,,Required,,,,,,,,,,,,,propreitary list,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
69,,,,Restricted List,Prohibited List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco Apple,nan,nan,nan,nan,nan,nan,nan
0,,,,1. Operations and Management ,1,8,2.0,"2.  Are all applicable local, state and national laws, codes and regulations met which govern all aspects of applications of pesticides, nutrients, amendments, irrigation and other inputs? S ",Required,,,,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,follows all laws,nan,nan,nan,nan
1,,,,1. Operations and Management ,1,8,3.0,"3.  Pesticides no longer used or no longer registered for use are returned to dealer or disposed of at the next collection.  While in storage, obsolete pesticides are clearly marked and separated from pesticides in current use. S ",Required,,,,,,,,,,,old pesticides returned to dealer,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
2,,,,1. Operations and Management ,1,8,4.0,  Grower has attended one or more educational meetings within the last year. D List meetings: ,Required,,,,,,,attend at least 1 educational meeting,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
3,,,,1. Operations and Management ,1,8,5.0,"Application records include at least the date and time application started and ended, crop, block(s), acreage, trade name and formulation of material applied (with EPA registration number, active ingredient, target pest for pesticides and duration of Restricted-Entry Interval), rate per acre, application method, air temperature, wind speed and direction. D ",Required,,,,,,,,,records of all pesticide use,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
4,,,,1. Operations and Management ,1,8,6.0,"Grower belongs to state and/or regional grower organization(s), in addition to participation in Red Tomato programs. D List organizations: ",Required,,,,,,,belongs to at least one farmer org,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
5,,,,1. Operations and Management ,1,9,7.0,1.  Pesticide costs per acre are documented for all applications. D,ScoreCard,1.0,,,,,,,,include cost-per-acre of applications,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
6,,,,1. Operations and Management ,1,9,8.0,2.  Workers handling or applying pesticides receive an annual medical examination or physical to ensure fitness for job duties. ,ScoreCard,2.0,,,,,,,,,workers who handle pesticides receive: annual medical evaluations,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
7,,,,1. Operations and Management ,1,9,9.0,3.  Grower has hosted a field day or other production-related educational meeting within the last three years. D List date and name/description of event(s): ,ScoreCard,3.0,,,,,,hosted educational event,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
8,,,,1. Operations and Management ,1,9,10.0,"4.  Grower has conducted on-farm research using control (untreated) trees for comparison within the last three years.  Describe each experiment, its purpose and dates. D Attach additional pages if necessary",ScoreCard,4.0,,,,,,on-farm research (must have control group),,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
9,,,,1. Operations and Management ,1,9,11.0,5.  Orchard is represented on 50% or more of the monthly Eco Apple conference calls. ,ScoreCard,1.0,,,,,,attends monthly conference calls of certification group (at least 50% attendance),,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
10,,,,"2. Ecosystem, Soil and Water Conservation ",2,10,3.0,3.  A vegetated buffer separates surface water from edge of crop by at least 50 feet. ,Required,,,vegetated buffer from surface water (50 ft),,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
11,,,,"2. Ecosystem, Soil and Water Conservation ",2,10,13.0,4.  Pesticide mixing is at least 120 feet from well heads. S,Required,,,,,,,,,,,pesticide mixing >120 ft from well-heads,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
12,,,,"2. Ecosystem, Soil and Water Conservation ",2,11,2.0,"2.  If irrigation is used, drip or trickle is installed to ensure proper water supply and minimize water use and foliage wetness. S ",ScoreCard,1.0,,irrigation managed to avoid disease spread,,,,,,,,,,,,,,,,,,,,,,Red Tomato Eco,nan,nan,,nan,nan,nan,nan
