,PRODUCTNAME,EPAREGISTRATIONNUMBER,PESTICIDEFORM,APPROVEDDATE,CANCELTRANSFERDATE,RESTRICTEDUSEPRODUCT,CONDITIONALLYFLAG,SIGNALWORD,ALTBRANDNAMELIST,COMPANY,AGENT,DISTRIBUTORLIST,FORMULATIONLIST,PESTLIST,SITELIST,PRODUCTMANAGERLIST,TRANSFERLIST,TYPESLIST
10833,BA6 TECHNICAL,55146-77,01,1999-03-17, ,F,Y,Caution,,,,,,,,,,
10834,TYPY PLANT GROWTH REGULATOR,55146-78,16,1999-03-09, ,F,Y,Warning,,,,,,,,,,
10835,GIBGRO A4A7 TECHNICAL,55146-76,01,1999-03-17, ,F,Y,Caution,,,,,,,,,,
10836,AGRI TIN FLOWABLE,55146-84,14,2000-04-04, ,T,Y,Danger,,,,,,,,,,
10837,COPPER CARBONATE TECHNICAL,55146-74,01,1998-11-23, ,F,Y,Danger,,,,,,,,,,
10838,PHOSTROL AGRICULTURAL FUNGICIDE,55146-83,15,2000-09-28, ,F,Y,Caution,,,,,,,,,,
10839,PHOSPHOROUS ACID TECHNICAL,55146-82,01,2000-09-28, ,F,Y,Danger,,,,,,,,,,
10840,AS-50 AGRICULTURAL STREPTOMYCIN,55146-98,06,1958-04-14, ,F,N,Caution,,,,,,,,,,
10841,AGRI-MYCIN 17,55146-96,21,1961-02-10, ,F,N,Caution,,,,,,,,,,
10842,CHAMP DRY PRILL ,55146-57,11,1988-12-29, ,F,Y,Warning,,,,,,,,,,
10843,ALGAE-RHAP CU-7 LIQUID COPPER ALGAECIDE,55146-42,15,1987-06-22, ,F,N,Warning,,,,,,,,,,
10844,CHAMPION TECHNICAL ,55146-3,01,1985-12-06, ,F,Y,Danger,,,,,,,,,,
10845,CHAMP FORMULA 2 FLOWABLE,55146-64,14,1994-01-06, ,F,Y,Warning,,,,,,,,,,
10846,GIBGRO 4LS,55146-62,15,1990-03-28, ,F,Y,Warning,,,,,,,,,,
10847,MICRO SULF MICRONIZED WETTABLE SULFUR,55146-75,06,1977-04-05, ,F,N,Caution,,,,,,,,,,
10848,GIBGRO TECHNICAL,55146-46,01,1989-03-01, ,F,Y,Caution,,,,,,,,,,
10849,OXYTETRACYCLINE CALCIUM TECHNICAL,55146-99,01,1994-12-21, ,F,Y,Caution,,,,,,,,,,
10850,GIBGRO 20% POWDER,55146-53,06,1989-05-04, ,F,Y,Caution,,,,,,,,,,
10851,ISOMATE MIST NOW,53575-52,  ,2019-05-20, ,F,N,Caution,,,,,,,,,,
10852,ISOMATE CM/LR Mist,53575-53,  ,2019-07-17, ,F,N,Caution,,,,,,,,,,
10853,ISOMATE LPTB PLUS,53575-51,16,2017-05-09, ,F,N,Caution,,,,,,,,,,
10854,ISOMATE CM/OFM MIST PLUS,53575-50,19,2016-09-01, ,F,N,Caution,,,,,,,,,,
10855,ISOMATE CM MIST PLUS,53575-49,19,2016-09-01, ,F,N,Caution,,,,,,,,,,
10856,ISOMATE CM MIST V2 PLUS,53575-48,19,2016-09-01, ,F,N,Caution,,,,,,,,,,
10857,ISOMATE NOW MIST,53575-47,09,2016-12-12, ,F,N,Caution,,,,,,,,,,
10858,ISOMATE FBW RING,53575-45,15,2015-02-23, ,F,N,Warning,,,,,,,,,,
10859,ISOMATE M ROSSO,53575-26,11,2001-05-18, ,F,Y,Caution,,,,,,,,,,
10860,ISOMATE OFM TT,53575-29,10,2004-11-30, ,F,N,Caution,,,,,,,,,,
10861,ISOMATE CM/OFM TT,53575-30,10,2005-06-07, ,F,N,Caution,,,,,,,,,,
10862,ISOMATE CM/LR TT,53575-31,10,2007-01-19, ,F,N,Caution,,,,,,,,,,
10863,ISOMATE PTB DUAL,53575-34,  ,2009-01-27, ,F,N,Caution,,,,,,,,,,
10864,ISOMATE LBAM PLUS,53575-33,10,2009-06-09, ,F,N,Caution,,,,,,,,,,
10865,ISOMATE CM FLEX,53575-32,16,2009-01-16, ,F,N,Warning,,,,,,,,,,
10866,ISOMATE OFM/PTB TT,53575-37,01,2010-10-22, ,F,N,Caution,,,,,,,,,,
10867,ISOMATE EGVM,53575-36,10,2010-03-05, ,F,N,Caution,,,,,,,,,,
10868,ISOMATE PTB TT,53575-38,16,2010-11-09, ,F,N,Caution,,,,,,,,,,
10869,ISOMATE-OFM RING,53575-39,16,2010-11-09, ,F,N,Caution,,,,,,,,,,
10870,ISOMATE CM MIST,53575-42,16,2012-03-05, ,F,N,Caution,,,,,,,,,,
10871,ISOMATE GRB,53575-41,16,2011-11-22, ,F,N,Caution,,,,,,,,,,
10872,ISOMATE DWB,53575-40,16,2011-08-23, ,F,N,Caution,,,,,,,,,,
10873,ISOMATE CM RING,53575-35,  ,2010-03-09, ,F,N,Warning,,,,,,,,,,
10874,ISOMATE-C PLUS,53575-6,10,1992-07-08, ,F,Y,Warning,,,,,,,,,,
10875,ISOMATE OBLR/PLR PLUS,53575-24,10,2002-02-01, ,F,Y,Caution,,,,,,,,,,
10876,ISOMATE  C TT,53575-25,10,2001-03-23, ,F,Y,Warning,,,,,,,,,,
10877,ISOMATE P PHEROMONE,53575-17,19,1995-05-24, ,F,Y,Warning,,,,,,,,,,
10878,PB ROPE L,53575-15,10,1993-10-04, ,F,Y,Caution,,,,,,,,,,
10879,PRO-JOE-S ANT BAIT/GEL FORMULA 4.5,54452-7,16,2001-08-21, ,F,Y,Caution,,,,,,,,,,
10880,PRO-JOE-S ROACH BAIT/GEL FORMULA 15,54452-6,05,1998-11-23, ,F,Y,Caution,,,,,,,,,,
10881,STAPLETON'S MAGNETIC ROACH FOOD M.R.F. 2000 - PASTE FORMULA,54452-2,16,1985-12-09, ,F,N,Caution,,,,,,,,,,
10882,FLOREL BRAND GROWTH REGULATOR,54705-8,15,1999-09-03, ,F,Y,Caution,,,,,,,,,,
10883,BI-CARB OLD FASHIONED FUNGICIDE,54705-10,91,2002-12-17, ,F,Y,Caution,,,,,,,,,,
10884,WEED STOPPER,54705-5,12,1996-11-26, ,F,Y,Caution,,,,,,,,,,
10885,LIQUI-COP,54705-7,12,1999-09-03, ,F,Y,Caution,,,,,,,,,,
10886,VEGETABLE AND ORNAMENTAL WEEDER,54705-6,12,1997-10-27, ,F,Y,Caution,,,,,,,,,,
10887,PALADIN PIC-21,55050-7,16,2016-06-14, ,T,Y,Danger,,,,,,,,,,
10888,PALADIN MUP,55050-6,01,2012-07-18, ,F,N,Warning,,,,,,,,,,
10889,PALADIN EC,55050-5,12,2010-07-09, ,T,Y,Warning,,,,,,,,,,
10890,PALADIN,55050-4,15,2010-07-09, ,T,Y,Warning,,,,,,,,,,
10891,PALADIN TECHNICAL,55050-3,01,2010-07-09, ,F,Y,Warning,,,,,,,,,,
10892,BORAX-COPPER HYDROXIDE WOOD PRESERVATIVE PASTE,54471-10,16,1997-06-25, ,F,Y,Warning,,,,,,,,,,
10893,Fertilizer with Ronstar 1.0,52287-24,04,2020-01-22, ,F,N,Warning,,,,,,,,,,
10894,FERTILIZER W/ACELEPRYN 0.058% AND DIMENSION 0.19%,52287-23,04,2018-05-23, ,F,N,Caution,,,,,,,,,,
10895,FERTILIZER W/ACELEPRYN 0.067% AND DIMENSION 0.17%,52287-22,04,2018-05-21, ,F,N,Caution,,,,,,,,,,
10896,FERTILIZER W/ RONSTAR 1.5%,52287-21,04,2015-04-22, ,F,N,Warning,,,,,,,,,,
10897,TURF FERTILIZER WITH BARRICADE(R) 0.3,52287-20,04,2006-08-11, ,F,Y,Caution,,,,,,,,,,
10898,HARRELL'S GRANULAR HERBICIDE 75 ,52287-15,04,2005-02-04, ,F,Y,Caution,,,,,,,,,,
10899,FERTILIZER WITH STARTEEM(R) #3,52287-12,04,2000-09-29, ,F,Y,Caution,,,,,,,,,,
10900,TURF FERTILIZER WITH RONSTAR(R) 0.75,52287-9,04,1995-04-17, ,F,Y,Warning,,,,,,,,,,
10901,FERTILIZER WITH STARTEEM(R) #2,52287-11,04,2000-09-29, ,F,Y,Caution,,,,,,,,,,
10902,TURF FERTILIZER WITH BARRICADE(R) 0.45,52287-7,04,2002-02-27, ,F,Y,Caution,,,,,,,,,,
10903,TURF FERTILIZER WITH RONSTAR(R) 0.95 ,52287-1,04,1989-04-13, ,F,Y,Warning,,,,,,,,,,
10904,TURF FERTILIZER WITH RONSTAR(R) 0.67,52287-3,04,1994-03-18, ,F,Y,Warning,,,,,,,,,,
10905,TURF FERTILIZER WITH BARRICADE(R) 0.21 ,52287-6,04,1998-01-29, ,F,Y,Caution,,,,,,,,,,
10906,TURF FERTILIZER WITH PENDIMETHALIN 1.0,52287-18,04,2004-06-21, ,F,Y,Caution,,,,,,,,,,
10907,TURF FERTILIZER WITH PENDIMENTHALIN 0.75,52287-17,04,2004-06-21, ,F,N,Caution,,,,,,,,,,
10908,TURF FERTILIZER WITH BARRICADE(R) 0.38%,52287-19,04,2004-08-17, ,F,Y,Caution,,,,,,,,,,
10909,TURF FERTILIZER WITH RONSTAR 1.20,52287-14,04,2000-07-28, ,F,Y,Warning,,,,,,,,,,
10910,Fipronil Technical,53591-8,01,2017-02-14, ,F,Y,Warning,,,,,,,,,,
10911,FINCHIMICA TRIFLURALIN GR-10,53591-2,04,2014-08-01, ,F,Y,Caution,,,,,,,,,,
10912,FINCHIMICA TRIFLURALIN 4EC,53591-1,12,2014-07-21, ,F,Y,Caution,,,,,,,,,,
10913,IPIMETHALIN-L,53591-7,12,1999-05-27, ,F,Y,Caution,,,,,,,,,,
10914,PENDIMETHALIN TECHNICAL,53591-6,01,1999-05-27, ,F,Y,Caution,,,,,,,,,,
10915,TECHNICAL ETHALFLURALIN,53591-4,01,1994-09-02, ,F,N,Warning,,,,,,,,,,
10916,DINTEC AGRICHEMICALS /TECHNICAL BENEFIN,53591-3,01,1994-06-02, ,F,Y,Warning,,,,,,,,,,
10917,TECHNICAL TRIFLURALIN,53591-5,01,1994-09-07, ,F,N,Caution,,,,,,,,,,
10918,STIMUKIL FLY BAIT,53871-3,04,1986-06-12, ,F,Y,Caution,,,,,,,,,,
10919,DORMEX,54555-2,15,1993-11-29, ,T,Y,Danger,,,,,,,,,,
10920,MITE ARREST,56783-2,10,1990-07-18, ,F,Y,Caution,,,,,,,,,,
10921,DAMMINIX,56783-1,10,1987-06-22, ,F,Y,Caution,,,,,,,,,,
10922,SWIM PURE,56618-1,15,1988-06-10, ,F,N,Danger,,,,,,,,,,
10923,CHLOR-FLOC EMERGENCY DRINKING WATER TABLETS,57425-1,05,1988-06-29, ,F,N,Caution,,,,,,,,,,
10924,HYPOCHLOR 10 X 70G TABLETS FOR KLORMAN CHLORINATOR,57425-3,05,1988-10-12, ,F,N,Danger,,,,,,,,,,
10925,KENNECOTT POTATO VINE SULFURIC ACID DESICCANT,57559-1,16,1987-07-10, ,T,Y,Danger,,,,,,,,,,
10926,OFF-SHOOT-O,57582-1,12,1987-03-26, ,F,N,Caution,,,,,,,,,,
10927,Asulam 4SL,57242-7,  ,2020-08-25, ,F,N,Caution,,,,,,,,,,
10928,METHOMYL 5G GRANULES,57242-2,04,1985-09-13, ,T,Y,Warning,,,,,,,,,,
10929,SODIUM HYPOCHLORITE 6%,55852-5,15,2003-02-03, ,F,Y,Danger,,,,,,,,,,
10930,SODIUM HYPOCHLORITE SOLUTION 12.5%,55852-3,15,1998-05-28, ,F,Y,Danger,,,,,,,,,,
10931,SODIUM HYPOCHLORITE SOLUTION 10%,55852-2,15,1998-05-28, ,F,Y,Danger,,,,,,,,,,
10932,SODIUM HYPOCHLORITE SOLUTION 5.25%,55852-1,15,1998-05-28, ,F,Y,Danger,,,,,,,,,,
10933,OSKU-HELLAS GRAPE GUARD,56799-3,10,2010-01-13, ,F,Y,Caution,,,,,,,,,,
10934,OSKU-VID SINGLE RELEASE GRAPE GUARD,56799-2,10,1993-08-16, ,F,Y,Caution,,,,,,,,,,
10935,OSKU-VID DUAL RELEASE GRAPE GUARD,56799-1,10,1989-06-02, ,F,Y,Caution,,,,,,,,,,
10936,FORMULA 1582,56485-3,15,2002-04-03, ,F,Y,Danger,,,,,,,,,,
10937,0.15% Crabgrass Preventer with Lawn Food,57131-16,91,2019-06-12, ,F,N,Caution,,,,,,,,,,
10938,CRABGRASS PREVENTER WITH LAWN FOOD,57131-15,04,2016-08-26, ,F,Y,Caution,,,,,,,,,,
10939,EC GROW CAD248 TURF FERTILIZER,57131-14,04,2015-10-07, ,F,N,Caution,,,,,,,,,,
10940,EC GROW CAD208 TURF FERTILIZER,57131-13,15,2015-10-07, ,F,N,Caution,,,,,,,,,,
10941,EC GROW CAD158 TURF FERTILIZER,57131-12,04,2015-10-07, ,F,N,Warning,,,,,,,,,,
10942,EC GROW CAD183 TURF FERTILIZER,57131-11,04,2015-10-07, ,F,N,Warning,,,,,,,,,,
10943,ACELEPRYN INSECTICIDE PLUS AWARD TURF FERTILIZER,57131-2,04,2011-04-27, ,F,N,Caution,,,,,,,,,,
10944,CHLORINE GAS (LIQUEFIED UNDER PRESSURE) NON FLAMMABLE,56652-1,18,1987-10-13, ,F,Y,Danger,,,,,,,,,,
10945,ALGAE INHIBITOR 5,57787-38,16,2019-02-20, ,F,Y,Danger,,,,,,,,,,
10946,MULTI MAGIC PLUS,57787-37,16,2016-07-01, ,F,Y,Danger,,,,,,,,,,
10947,Proteam Power Magic AC+ Superoxidizer,57787-36,05,2015-05-12, ,F,N,Danger,,,,,,,,,,
10948,PROTEAM POWER MAGIC AC SUPEROXIDIZER,57787-35,91,2011-07-22, ,F,Y,Danger,,,,,,,,,,
10949,DURACHLOR STICKS,57787-1,05,1988-03-03, ,F,N,Danger,,,,,,,,,,
10950,"DURACHLOR 3"" TABLETS",57787-15,05,1985-08-07, ,F,N,Danger,,,,,,,,,,
10951,"DURACHLOR 1"" TABLETS",57787-12,05,1980-10-21, ,F,N,Danger,,,,,,,,,,
10952,TRICHLORO GRANULAR MG,57787-34,01,2011-08-22, ,F,N,Danger,,,,,,,,,,
10953,ALGAE KIL CB 7,57787-17,15,1991-03-20, ,F,Y,Caution,,,,,,,,,,
10954,HAVILAND ULTRA BROM,57787-32,05,2007-04-25, ,F,N,Danger,,,,,,,,,,
10955,ALGAE KIL 50,57787-7,16,1972-09-13, ,F,N,Danger,,,,,,,,,,
10956,ALGAE KIL 10,57787-5,16,1971-08-02, ,F,N,Danger,,,,,,,,,,
10957,DURACHLOR 56 GRANULAR,57787-9,04,1974-05-15, ,F,N,Danger,,,,,,,,,,
10958,COMBAT 30,57787-2,16,1988-02-10, ,F,Y,Caution,,,,,,,,,,
10959,"PROTEAM 3"" HIGH TECH TABS",57787-31,05,2005-05-19, ,T,Y,Danger,,,,,,,,,,
10960,"PROTEAM 1"" HIGH TECH TABS",57787-30,05,2004-07-07, ,F,Y,Danger,,,,,,,,,,
10961,SUPER 90 TRICHLORO GRANULES,57787-19,04,1997-03-21, ,F,Y,Danger,,,,,,,,,,
10962,COMBAT 60,57787-23,16,1997-04-03, ,F,Y,Caution,,,,,,,,,,
10963,COMBAT EXTRA,57787-25,16,1999-09-29, ,F,Y,Caution,,,,,,,,,,
10964,DURACHLOR GRANULAR,57787-6,04,1968-05-29, ,F,N,Danger,,,,,,,,,,
10965,WINTERIZER,57787-11,16,1974-12-12, ,F,N,Caution,,,,,,,,,,
10966,PROTEAM SUPREME,57787-27,16,1985-07-09, ,F,Y,Warning,,,,,,,,,,
10967,Click CM,56336-79,  ,2020-10-05, ,F,N,Caution,,,,,,,,,,
10968,CheckMate LRz II Flowable,56336-78,14,2019-07-18, ,F,N,Caution,,,,,,,,,,
10969,CheckMate LRz I Flowable,56336-77,14,2019-06-03, ,F,N,Caution,,,,,,,,,,
10970,CHECKMATE OFM-SL+,56336-50,10,2006-11-17, ,F,N,Caution,,,,,,,,,,
10971,CheckMate Z-11 Hexadecenyl Acetate Technical Pheromone,56336-75,01,2018-10-03, ,F,N,Caution,,,,,,,,,,
10972,CHECKMATE OLR,56336-26,15,1997-12-01, ,F,Y,Caution,,,,,,,,,,
10973,CHECKMATE Z-11-TETRADECENYL ACETATE TECHNICAL PHEROMONE,56336-76,01,2018-10-04, ,F,N,Caution,,,,,,,,,,
10974,CheckMate Z-11 Hexadecenal Technical Pheromone,56336-74,  ,2018-10-04, ,F,N,Caution,,,,,,,,,,
10975,CheckMate E-5-Decenol Technical Pheromone,56336-72,01,2016-09-23, ,F,N,Caution,,,,,,,,,,
10976,CheckMate E-5-Decenyl Acetate Technical Pheromone,56336-73,01,2016-09-23, ,F,N,Caution,,,,,,,,,,
10977,CheckMate CRS Technical Pheromone,56336-70,01,2016-04-22, ,F,N,Caution,,,,,,,,,,
10978,CheckMate CRS,56336-71,10,2016-04-22, ,F,N,Caution,,,,,,,,,,
10979,CHECKMATE OFM-F,56336-24,16,1997-09-08, ,F,Y,Caution,,,,,,,,,,
10980,CHECKMATE OFM 1,56336-69,16,2016-02-11, ,F,N,Caution,,,,,,,,,,
10981,CHECKMATE OFM-SL + 1,56336-68,16,2016-02-11, ,F,N,Caution,,,,,,,,,,
10982,CHECKMATE VMB-F,56336-67,21,2015-08-05, ,F,N,Caution,,,,,,,,,,
10983,CHECKMATE SF-XL,56336-63,10,2011-11-22, ,F,N,Caution,,,,,,,,,,
10984,CHECKMATE NOW TECHNICAL PHEROMONE II,56336-64,02,2012-12-19, ,F,N,Caution,,,,,,,,,,
10985,CHECKMATE CM TECHNICALPHEROMONE II,56336-60,  ,2010-08-06, ,F,N,Caution,,,,,,,,,,
10986,CHECKMATE NOW TECHNICAL PHEROMONE,56336-62,01,2011-03-29, ,F,N,Caution,,,,,,,,,,
10987,CHECKMATE VMB-XL,56336-57,16,2010-03-29, ,F,N,Caution,,,,,,,,,,
10988,CHECKMATE LBAM-F,56336-59,12,2010-05-04, ,F,N,Caution,,,,,,,,,,
10989,CHECKMATE LBAM DISPENSER,56336-58,10,2009-11-06, ,F,N,Caution,,,,,,,,,,
10990,CHECKMATE CM-XL 1000,56336-12,10,1994-09-30, ,F,Y,Caution,,,,,,,,,,
10991,CHECKMATE VMB DISPENSER,56336-56,10,2010-01-29, ,F,N,Caution,,,,,,,,,,
10992,CHECKMATE PTB-XL DISPENSER,56336-16,10,1995-02-14, ,F,N,Caution,,,,,,,,,,
10993,CHECKMATE SF DISPENSER,56336-27,10,1998-02-19, ,F,Y,Caution,,,,,,,,,,
10994,CHECKMATE VMB TECHNICAL PHEROMONE,56336-55,01,2010-01-29, ,F,N,Caution,,,,,,,,,,
10995,CHECKMATE TPW-F,56336-21,15,1996-12-20, ,F,Y,Caution,,,,,,,,,,
10996,CHECKMATE CM-OFM DUEL,56336-49,10,2007-01-03, ,F,N,Caution,,,,,,,,,,
10997,CHECKMATE BAW TECHNICAL PHEROMONE,56336-47,02,2006-03-14, ,F,Y,Caution,,,,,,,,,,
10998,CHECKMATE WPCM TECHNICAL PHEROMONE,56336-48,02,2006-04-25, ,F,Y,Caution,,,,,,,,,,
10999,CHECKMATE BAW-F,56336-43,16,2006-03-15, ,F,Y,Caution,,,,,,,,,,
11000,CHECKMATE OFM-FS,56336-46,10,2005-01-25, ,F,N,Caution,,,,,,,,,,
11001,PUFFER APM,56336-45,19,2004-11-22, ,F,N,Caution,,,,,,,,,,
11002,CERTIS TECHNICAL OLIVE FLY PHEROMONE,56336-52,01,2003-09-17, ,F,N,Caution,,,,,,,,,,
11003,CHECKMATE OFM-FXL,56336-42,15,2004-08-18, ,F,N,Caution,,,,,,,,,,
11004,CHECKMATE PTB-F,56336-41,15,2004-03-25, ,F,N,Caution,,,,,,,,,,
11005,CHECKMATE WPCM-F,56336-40,15,2006-04-25, ,F,Y,Caution,,,,,,,,,,
11006,CHECKMATE APM-F,56336-39,15,2004-03-16, ,F,N,Caution,,,,,,,,,,
11007,CHECKMATE OLR-F OMNIVOROUS LEAFROLLER (PLAYTONIA STULTANA),56336-25,15,1997-12-01, ,F,Y,Caution,,,,,,,,,,
11008,CHECKMATE (R) TPW,56336-6,10,1992-11-13, ,F,Y,Caution,,,,,,,,,,
11009,CHECKMATE TPW TECHNICAL PHEROMONE,56336-7,01,1992-04-14, ,F,Y,Caution,,,,,,,,,,
11010,CHECKMATE OFM DISPENSER,56336-36,10,2001-01-26, ,F,Y,Caution,,,,,,,,,,
11011,CHECKMATE DBM-F,56336-35,09,2002-04-18, ,F,Y,Caution,,,,,,,,,,
11012,CHECKMATE NOW-F,56336-38,09,2002-12-06, ,F,Y,Caution,,,,,,,,,,
11013,CHECKMATE CM-F,56336-37,16,2002-05-06, ,F,Y,Caution,,,,,,,,,,
11014,CHECKMATE (R) PBW,56336-1,11,1988-10-18, ,F,Y,Caution,,,,,,,,,,
11015,CONSEP SPR5M PBW SPRAYABLE BEAD PHEROMONE,56336-19,16,1996-07-26, ,F,Y,Caution,,,,,,,,,,
11016,CHECKMATE OFM TECHNICAL PHEROMONE,56336-2,02,1990-02-09, ,F,Y,Caution,,,,,,,,,,
11017,CHECKMATE PTB TECHNICAL PHEROMONE,56336-15,01,1995-02-14, ,F,Y,Caution,,,,,,,,,,
11018,WOW PLUS,56872-2,04,2002-09-04, ,F,N,Caution,,,,,,,,,,
11019,CRC FIRE ANT KILLER GRANULES,55809-5,04,2011-02-09, ,F,Y,Caution,,,,,,,,,,
11020,CRC BEE BLAST WASP & HORNET KILLER WITH RESIDUAL,55809-4,19,2005-09-29, ,F,Y,Caution,,,,,,,,,,
11021,CRC WASP & HORNET KILLER PLUS,55809-3,19,1998-06-25, ,F,Y,Caution,,,,,,,,,,
11022,BUSHWACKER BEAR SPRAY,55541-4,19,2016-09-01, ,F,N,Danger,,,,,,,,,,
11023,COUNTER ASSAULT BEAR DETERRENT,55541-2,18,1998-05-12, ,F,Y,Danger,,,,,,,,,,
11024,DMX-7 MOLD INHIBITOR ,56212-5,  ,2020-04-09, ,F,N,Caution,,,,,,,,,,
11025,DIPHACINONE-50 CONSERVATION,56228-35,05,2007-06-13, ,T,N,Caution,,,,,,,,,,
11026,Large Gas Cartridge,56228-62,  ,2016-10-24, ,F,N,Warning,,,,,,,,,,
11027,GONACON - DEER,56228-40,16,2009-09-29, ,T,Y,Caution,,,,,,,,,,
11028,STRYCHNINE OATS - HAND-BAITING,56228-20,04,1987-01-13, ,F,N,Danger,,,,,,,,,,
11029,STRYCHNINE MILO - HAND-BAITING,56228-19,04,1987-01-13, ,F,N,Danger,,,,,,,,,,
11030,STRYCHNINE OATS - BURROW BUILDERS,56228-12,04,1987-01-13, ,T,N,Danger,,,,,,,,,,
11031,STRYCHNINE MILO - BURROW BUILDERS,56228-11,04,1987-01-13, ,T,N,Danger,,,,,,,,,,
11032,Gas Cartridge,56228-61,  ,2016-10-24, ,F,N,Warning,,,,,,,,,,
11033,APHIS-ONLY GAS CARTRIDGE,56228-2,10,1987-01-13, ,F,N,Warning,,,,,,,,,,
11034,APHIS-ONLY LARGE GAS CARTRIDGE,56228-21,10,1987-01-13, ,F,N,Warning,,,,,,,,,,
11035,Compound DRC-1339 Concentrate - Bird Control,56228-63,02,2017-12-19, ,T,Y,Danger,,,,,,,,,,
11036,DRC-1339 TECHNICAL,56228-59,01,1968-01-08, ,F,N,Danger,,,,,,,,,,
11037,GONACON - EQUINE ,56228-41,16,2013-01-03, ,F,N,Caution,,,,,,,,,,
11038,ZINC PHOSPHIDE CONCENTRATE,56228-6,03,1987-01-13, ,T,N,Danger,,,,,,,,,,
11039,BRODIFACOUM-25D CONSERVATION,56228-37,05,2008-03-18, ,T,Y,Caution,,,,,,,,,,
11040,BRODIFACOUM-25W CONSERVATION,56228-36,05,2008-03-18, ,T,Y,Caution,,,,,,,,,,
11041,ACETAMINOPHEN FOR BROWN TREESNAKE CONTROL,56228-34,05,2003-03-21, ,F,Y,Caution,,,,,,,,,,
11042,MESUROL 75% WETTABLE POWDER AVERSIVE CONDITIONING EGG TREATMENT,56228-33,06,2000-01-20, ,T,Y,Danger,,,,,,,,,,
11043,ZINC PHOSPHIDE ON WHEAT ,56228-3,04,1987-01-13, ,T,N,Caution,,,,,,,,,,
11044,ZINC PHOSPHIDE ON OATS,56228-14,04,1987-01-13, ,T,N,Warning,,,,,,,,,,
11045,COMPOUND 1080 TECHNICAL (LPC),56228-26,02,1989-06-19, ,F,N,Danger,,,,,,,,,,
11046,COMPOUND DRC-1339 CONCENTRATE-LIVESTOCK NEST & FODDER DEPREDATIONS,56228-29,15,1993-05-11, ,T,Y,Danger,,,,,,,,,,
11047,M-44 CYANIDE CAPSULES ARCTIC FOX,56228-32,05,1995-02-22, ,T,Y,Danger,,,,,,,,,,
11048,M-44 CYANIDE CAPSULES,56228-15,05,1987-01-13, ,T,N,Danger,,,,,,,,,,
11049,SODIUM FLUOROACETATE (COMPOUND 1080) LIVESTOCK PROTECTION COLLAR,56228-22,10,1990-05-04, ,T,N,Danger,,,,,,,,,,
11050,CALTECH SWAT 200 9B,56392-10,16,2005-06-07, ,T,Y,Caution,,,,,,,,,,
11051,DISPATCH HOSPITAL CLEANER DISINFECTANT TOWELS WITH BLEACH,56392-8,10,1998-07-15, ,F,Y,Caution,,,,,,,,,,
11052,DISPATCH HOSPITAL CLEANER DISINFECTANT WITH BLEACH,56392-7,16,1991-05-29, ,F,N,Caution,,,,,,,,,,
11053,"1"" Chlorinating Tablets",56890-4,  ,2020-04-30, ,F,Y,Danger,,,,,,,,,,
11054,"3"" CHLORINATING TABS",56890-1,  ,2020-01-27, ,F,Y,Danger,,,,,,,,,,
11055,Di-Chlor Chlorinating Granules,56890-2,  ,2020-04-20, ,F,Y,Danger,,,,,,,,,,
11056,CHLORINATING SKIMMER STICKS,56890-3,  ,2020-03-13, ,F,N,Danger,,,,,,,,,,
11057,CIDEHOL ST,56753-1,16,2013-02-04, ,F,N,Danger,,,,,,,,,,
11058,SANIHOL ST,56753-2,16,2013-04-18, ,F,N,Warning,,,,,,,,,,
11059,Sugar Mover Premier,57538-67,15,2019-11-14, ,F,N,Caution,,,,,,,,,,
11060,Force Premier,57538-68,15,2020-02-07, ,F,N,Caution,,,,,,,,,,
11061,X-Tra Power Premier,57538-69,15,2020-02-26, ,F,N,Caution,,,,,,,,,,
11062,STIMULATE ROOT GROWTH ,57538-60,91,2016-08-04, ,F,N,Caution,,,,,,,,,,
11063,STIMULATE PLUS SEED GERM,57538-64,12,2017-10-25, ,F,N,Caution,,,,,,,,,,
11064,STIMULATE GRAIN FILLER ,57538-61,15,2016-08-04, ,F,N,Caution,,,,,,,,,,
11065,STIMULATE FLOWER FERTILITY ,57538-52,12,2016-07-07, ,F,N,Caution,,,,,,,,,,
11066,STIMULATE FRUIT SIZER ,57538-57,21,2016-07-07, ,F,N,Caution,,,,,,,,,,
11067,X-PAND,57538-63,  ,2017-09-25, ,F,N,Caution,,,,,,,,,,
11068,X-CYTE,57538-15,12,1996-05-09, ,F,Y,Caution,,,,,,,,,,
11069,STIMULATE FRUIT THINNER ,57538-62,  ,2016-09-01, ,F,N,Caution,,,,,,,,,,
11070,FORTIFIED STIMULATE YIELD ENHANCER PLUS,57538-49,15,2016-05-27, ,F,N,Caution,,,,,,,,,,
11071,STIMULATE YIELD ENHANCER PLUS,57538-53,15,2016-07-01, ,F,N,Caution,,,,,,,,,,
11072,STIMULATE BUD FORMER ,57538-51,15,2016-07-06, ,F,N,Caution,,,,,,,,,,
11073,STIMULATE POWER  ,57538-56,15,2016-07-07, ,F,N,Caution,,,,,,,,,,
11074,STIMULATE AUXIN/CYTOKININ ,57538-54,15,2016-07-01, ,F,N,Caution,,,,,,,,,,
11075,STIMULATE PLUS YIELD ENHANCER,57538-55,15,2016-05-31, ,F,N,Caution,,,,,,,,,,
11076,TECHNICAL INDOLE-3-ACETIC ACID,57538-28,01,2007-08-02, ,F,N,Warning,,,,,,,,,,
